"","glbq","suicide","hopeless","fight","rape","bully","ebully","academictrouble"
"7865",0,0,0,1,0,0,0,FALSE
"7866",0,0,0,1,0,0,0,FALSE
"7867",1,0,1,0,0,1,1,FALSE
"7868",0,0,1,0,1,1,1,FALSE
"7869",0,0,0,0,0,0,0,FALSE
"7870",0,0,0,0,0,0,0,FALSE
"7871",0,0,1,0,0,1,1,FALSE
"7872",0,0,1,0,0,0,0,FALSE
"7873",0,0,0,0,0,0,0,FALSE
"7874",0,0,0,0,0,0,0,FALSE
"7875",0,0,0,0,0,1,1,FALSE
"7876",0,0,0,0,1,0,0,FALSE
"7877",0,0,0,0,0,0,0,FALSE
"7878",0,0,1,1,1,1,1,FALSE
"7879",0,0,0,0,0,1,1,FALSE
"7881",1,0,0,0,0,0,0,FALSE
"7882",1,1,1,0,0,0,0,FALSE
"7883",0,0,0,1,0,1,1,FALSE
"7884",0,0,0,0,0,0,0,FALSE
"7885",0,0,0,0,0,0,0,FALSE
"7886",0,0,1,0,0,0,0,FALSE
"7887",0,0,0,0,0,0,0,FALSE
"7888",0,0,0,0,0,0,0,FALSE
"7889",0,1,1,1,0,0,0,FALSE
"7891",0,0,1,0,0,1,0,FALSE
"7892",0,0,0,1,0,0,0,FALSE
"7893",0,0,0,0,0,0,0,FALSE
"7894",1,0,1,1,0,0,0,FALSE
"7895",1,0,0,0,0,1,0,FALSE
"7896",0,0,0,0,0,0,0,FALSE
"7897",0,0,0,0,0,0,0,FALSE
"7899",1,0,1,1,0,0,0,FALSE
"7900",0,0,0,0,0,1,0,FALSE
"7901",0,0,0,0,0,0,0,FALSE
"7902",0,0,0,0,0,0,0,FALSE
"7903",0,0,0,0,0,0,0,FALSE
"7904",0,0,0,1,0,0,0,FALSE
"7905",0,0,0,0,0,0,0,FALSE
"7906",0,0,0,0,0,0,0,FALSE
"7907",0,0,0,0,0,0,0,FALSE
"7908",0,0,0,0,0,0,0,FALSE
"7909",0,0,0,0,0,0,0,FALSE
"7910",0,0,0,0,0,0,0,FALSE
"7911",0,0,0,0,0,0,0,FALSE
"7912",0,0,1,0,0,1,1,FALSE
"7913",0,0,1,1,0,0,1,FALSE
"7914",0,0,0,0,0,0,0,FALSE
"7915",0,0,0,0,0,0,0,FALSE
"7916",0,1,0,1,0,1,1,FALSE
"7917",0,0,0,0,0,0,0,FALSE
"7918",0,0,0,0,0,0,0,FALSE
"7919",0,0,0,1,0,0,0,FALSE
"7920",1,0,0,0,0,0,0,FALSE
"7921",0,0,0,0,0,0,0,FALSE
"7922",0,0,1,0,0,0,0,FALSE
"7923",0,0,1,0,0,0,0,FALSE
"7925",0,0,0,0,0,0,0,FALSE
"7926",0,0,0,0,0,0,0,FALSE
"7927",0,0,1,0,0,1,1,FALSE
"7928",0,0,0,0,0,0,0,FALSE
"7929",0,0,0,0,0,0,0,FALSE
"7930",0,0,0,0,0,0,1,FALSE
"7931",0,0,0,1,0,0,1,FALSE
"7932",0,0,0,1,0,0,0,FALSE
"7933",0,0,0,1,0,0,0,FALSE
"7935",0,0,0,0,0,0,0,FALSE
"7936",0,0,0,0,0,0,0,FALSE
"7937",0,0,0,0,0,0,0,FALSE
"7938",0,0,0,0,0,0,0,FALSE
"7939",0,0,0,1,0,0,0,FALSE
"7940",0,0,0,0,0,0,0,FALSE
"7941",0,0,0,1,0,1,0,FALSE
"7942",0,0,0,1,0,0,0,FALSE
"7943",0,0,0,1,0,0,0,FALSE
"7944",0,0,0,0,0,0,0,FALSE
"7945",0,0,0,0,0,0,0,FALSE
"7946",0,0,0,0,0,1,0,FALSE
"7947",0,1,1,0,0,1,1,FALSE
"7948",0,0,0,1,0,0,0,FALSE
"7949",0,0,1,1,0,1,0,FALSE
"7950",0,0,0,1,0,0,0,FALSE
"7951",0,0,0,0,0,0,0,FALSE
"7952",0,0,0,0,0,0,0,FALSE
"7953",1,0,1,0,0,0,0,FALSE
"7954",0,0,0,0,0,0,0,FALSE
"7955",0,0,0,0,0,0,0,FALSE
"7956",0,0,0,0,0,0,0,FALSE
"7957",0,0,0,0,0,0,0,FALSE
"7958",0,0,0,0,0,0,0,FALSE
"7959",0,0,0,1,0,0,0,FALSE
"7960",0,0,1,0,0,0,0,FALSE
"7962",0,0,0,0,1,0,0,FALSE
"7963",0,1,1,1,0,0,0,TRUE
"7964",0,0,0,0,0,0,0,FALSE
"7965",0,0,0,1,0,0,0,TRUE
"7966",0,0,1,0,0,0,0,FALSE
"7967",0,0,0,0,0,0,0,FALSE
"7968",0,0,1,0,1,0,0,FALSE
"7969",0,0,0,0,0,0,0,FALSE
"7970",0,0,0,0,0,0,0,FALSE
"7971",0,0,1,0,0,0,0,FALSE
"7972",0,0,0,0,0,0,0,FALSE
"7973",0,0,0,0,0,0,0,FALSE
"7974",0,0,0,0,0,0,0,FALSE
"7975",0,0,0,0,0,0,0,FALSE
"7976",0,0,0,0,0,0,0,FALSE
"7977",0,0,0,1,0,0,0,FALSE
"7978",0,0,0,1,0,0,0,FALSE
"7979",1,0,1,0,0,0,0,FALSE
"7981",0,0,1,1,0,1,0,FALSE
"7982",0,0,0,0,0,0,0,FALSE
"7983",0,0,0,0,0,0,0,FALSE
"7984",0,0,0,0,0,0,0,FALSE
"7985",0,0,0,0,0,0,0,FALSE
"7986",0,0,0,0,0,0,0,FALSE
"7987",0,0,0,0,0,0,0,FALSE
"7988",0,0,1,0,0,0,0,FALSE
"7989",0,0,1,0,0,0,0,FALSE
"7991",0,0,1,1,0,1,0,FALSE
"7992",0,0,0,0,0,1,0,FALSE
"7993",0,0,0,0,0,0,0,FALSE
"7994",1,0,0,1,0,0,1,FALSE
"7995",0,0,0,0,0,0,0,FALSE
"7997",0,0,1,0,0,0,1,FALSE
"7998",0,0,0,0,0,0,0,FALSE
"7999",0,0,0,0,0,0,0,FALSE
"8000",0,0,0,0,0,0,0,FALSE
"8002",0,0,1,1,0,1,0,FALSE
"8003",0,0,1,0,0,0,1,FALSE
"8004",0,0,0,0,0,0,0,FALSE
"8005",0,0,1,0,0,0,0,FALSE
"8006",0,0,1,1,0,1,1,TRUE
"8007",0,0,0,0,0,1,0,FALSE
"8008",0,0,0,0,0,0,0,FALSE
"8009",0,0,0,0,0,0,0,FALSE
"8010",1,1,1,0,0,0,0,FALSE
"8012",0,0,0,0,0,0,0,FALSE
"8013",0,0,0,0,0,0,0,FALSE
"8014",1,0,0,1,0,0,0,FALSE
"8015",0,0,0,1,0,0,0,FALSE
"8016",0,0,0,0,0,0,0,FALSE
"8018",0,0,0,0,0,0,0,FALSE
"8019",0,0,0,0,0,0,0,FALSE
"8020",0,0,0,1,0,0,0,FALSE
"8021",1,0,1,1,0,0,0,FALSE
"8022",0,0,0,0,0,0,0,FALSE
"8023",0,0,1,0,0,0,1,FALSE
"8026",0,0,0,0,0,0,0,FALSE
"8028",0,0,0,0,0,0,0,FALSE
"8029",0,0,1,1,0,1,0,FALSE
"8030",0,0,0,0,0,0,0,FALSE
"8031",0,0,0,0,0,0,0,FALSE
"8032",1,1,0,0,0,1,0,FALSE
"8033",0,0,0,1,0,0,0,FALSE
"8034",0,0,0,0,0,0,0,FALSE
"8036",0,0,1,1,0,0,0,FALSE
"8038",0,0,0,0,0,0,0,FALSE
"8039",0,0,0,0,0,0,0,TRUE
"8040",0,0,0,1,1,0,0,FALSE
"8041",0,0,0,0,0,0,0,FALSE
"8042",1,0,1,1,0,0,0,FALSE
"8043",0,1,1,0,0,0,0,FALSE
"8044",0,1,1,1,0,0,0,FALSE
"8045",0,0,0,0,0,0,0,FALSE
"8046",0,1,1,0,0,0,0,FALSE
"8047",0,0,0,0,0,0,0,FALSE
"8048",0,0,1,0,1,0,0,FALSE
"8049",1,0,0,0,0,0,0,FALSE
"8050",0,0,0,0,0,0,0,FALSE
"8051",1,1,1,0,0,1,1,FALSE
"8052",0,1,0,1,0,0,0,FALSE
"8055",0,0,0,0,0,0,0,FALSE
"8056",1,0,0,0,0,0,0,FALSE
"8058",0,0,1,0,0,0,0,FALSE
"8061",0,0,1,0,0,0,0,FALSE
"8062",0,0,0,0,0,0,0,FALSE
"8063",0,0,0,0,0,0,0,FALSE
"8064",0,0,1,0,0,1,1,FALSE
"8065",0,0,1,0,0,0,0,FALSE
"8066",0,0,1,0,0,0,0,FALSE
"8068",0,0,0,0,0,0,0,FALSE
"8069",0,0,0,0,0,0,0,FALSE
"8070",0,0,1,0,0,0,0,FALSE
"8072",0,0,0,0,0,0,0,FALSE
"8073",0,0,1,1,0,0,0,FALSE
"8074",0,0,1,0,0,1,0,FALSE
"8075",0,0,0,0,0,0,0,FALSE
"8076",0,0,1,1,0,1,1,FALSE
"8077",0,0,0,0,0,0,0,FALSE
"8078",0,0,0,0,0,1,0,FALSE
"8079",0,0,0,0,0,0,0,FALSE
"8080",1,1,1,0,0,0,1,FALSE
"8081",1,1,1,1,0,0,0,FALSE
"8082",0,0,1,0,0,1,1,FALSE
"8084",0,0,0,0,0,0,0,FALSE
"8085",0,0,0,0,0,0,0,FALSE
"8086",0,0,0,0,0,0,0,FALSE
"8087",0,0,0,0,0,0,0,FALSE
"8089",0,0,0,0,0,0,0,FALSE
"8090",0,0,1,0,0,0,0,FALSE
"8091",0,0,0,0,0,1,0,FALSE
"8092",1,0,1,0,0,0,0,FALSE
"8093",0,0,0,0,0,0,0,FALSE
"8094",0,0,0,0,0,0,0,FALSE
"8095",0,0,0,1,0,0,0,FALSE
"8096",0,0,0,0,0,0,0,FALSE
"8097",1,0,0,0,0,0,0,FALSE
"8098",0,0,0,0,0,0,0,FALSE
"8099",0,0,0,1,0,0,1,FALSE
"8100",0,0,0,1,0,0,0,FALSE
"8102",0,0,0,1,0,0,0,FALSE
"8103",0,0,0,0,0,0,0,FALSE
"8104",0,0,1,0,1,0,0,FALSE
"8105",0,0,1,0,0,0,0,FALSE
"8106",0,0,0,0,0,0,0,FALSE
"8107",0,0,1,0,0,1,1,FALSE
"8108",0,0,0,0,0,0,0,FALSE
"8110",0,0,1,0,0,0,0,FALSE
"8111",0,0,0,0,0,0,0,FALSE
"8115",0,0,1,0,0,0,0,FALSE
"8117",0,0,0,0,0,0,0,FALSE
"8118",1,0,0,0,0,0,0,FALSE
"8119",0,0,1,0,0,1,0,FALSE
"8120",0,0,1,0,1,0,1,FALSE
"8121",0,0,1,0,0,0,0,FALSE
"8122",0,1,1,0,0,0,0,FALSE
"8123",0,0,0,0,0,0,0,FALSE
"8124",0,0,0,0,0,0,0,FALSE
"8125",0,0,0,0,1,0,0,FALSE
"8126",0,0,1,0,0,0,0,FALSE
"8128",0,0,0,0,0,0,0,FALSE
"8129",0,0,0,1,0,0,0,FALSE
"8130",0,0,0,0,0,0,0,FALSE
"8131",0,0,0,0,0,0,0,FALSE
"8132",0,0,0,0,0,0,0,FALSE
"8133",0,0,0,0,0,0,0,FALSE
"8134",0,0,0,0,0,0,0,FALSE
"8135",1,0,0,0,0,0,0,FALSE
"8137",0,0,1,0,0,0,0,FALSE
"8139",1,0,0,0,0,0,0,FALSE
"8140",0,0,0,0,0,0,0,FALSE
"8141",0,0,0,0,0,0,0,FALSE
"8142",0,0,0,0,0,1,1,FALSE
"8143",0,0,0,1,0,0,0,FALSE
"8144",0,0,1,1,0,0,0,FALSE
"8146",0,1,1,1,0,1,0,FALSE
"8148",0,0,1,0,0,0,0,FALSE
"8149",0,0,0,0,0,1,0,FALSE
"8150",0,0,0,0,0,0,0,FALSE
"8151",0,0,0,0,1,0,0,FALSE
"8152",0,0,0,1,0,0,0,FALSE
"8153",0,0,0,1,0,1,0,FALSE
"8154",1,1,1,1,0,1,1,TRUE
"8155",0,0,0,1,0,0,0,FALSE
"8156",0,0,0,0,0,0,0,FALSE
"8157",0,0,0,1,0,0,0,FALSE
"8160",1,0,1,0,0,1,1,FALSE
"8161",0,0,0,0,0,0,0,FALSE
"8163",0,0,1,0,0,0,0,FALSE
"8164",0,0,1,1,0,1,0,FALSE
"8166",0,0,0,0,0,0,0,FALSE
"8167",0,0,0,0,0,0,0,FALSE
"8168",0,0,0,0,0,0,0,FALSE
"8169",0,0,0,0,0,0,0,FALSE
"8170",1,0,0,0,0,0,0,FALSE
"8172",0,0,0,1,0,0,0,FALSE
"8173",0,0,0,0,0,0,0,FALSE
"8174",0,0,0,0,0,0,0,FALSE
"8176",0,0,0,0,0,0,0,FALSE
"8177",0,0,1,1,0,0,0,TRUE
"8179",0,0,0,1,0,0,0,FALSE
"8180",0,0,0,1,0,1,0,FALSE
"8181",0,0,0,0,0,0,0,FALSE
"8182",0,0,0,0,0,0,0,FALSE
"8183",0,0,0,0,0,0,0,FALSE
"8184",0,0,0,0,0,0,0,FALSE
"8186",0,0,0,0,0,0,0,FALSE
"8187",1,0,1,0,0,0,0,FALSE
"8188",0,0,0,0,0,0,0,FALSE
"8189",1,0,0,0,0,0,0,FALSE
"8190",0,0,0,0,0,0,0,FALSE
"8191",0,0,0,0,0,0,0,FALSE
"8192",0,0,1,0,0,1,1,FALSE
"8193",0,0,0,1,0,0,0,FALSE
"8194",1,0,1,1,0,0,0,FALSE
"8195",0,0,1,0,0,0,0,FALSE
"8196",1,0,1,1,0,0,0,FALSE
"8198",0,0,0,0,0,0,0,TRUE
"8199",0,0,0,0,0,0,0,FALSE
"8201",1,0,1,1,1,1,0,FALSE
"8202",0,0,0,0,0,0,0,FALSE
"8203",0,0,0,0,0,0,0,FALSE
"8204",0,0,0,0,0,0,0,FALSE
"8205",1,0,0,0,0,1,0,FALSE
"8206",0,0,0,0,0,0,0,FALSE
"8209",0,0,0,0,0,0,0,FALSE
"8210",0,0,0,0,0,0,0,FALSE
"8212",0,1,1,1,0,1,0,FALSE
"8213",0,0,1,0,1,1,1,FALSE
"8214",0,1,1,0,0,0,0,TRUE
"8217",0,0,0,1,0,0,0,FALSE
"8218",0,0,0,0,0,1,1,FALSE
"8219",1,0,1,0,0,0,0,FALSE
"8220",0,0,1,0,0,0,0,FALSE
"8221",0,0,0,1,0,0,0,FALSE
"8222",0,0,1,0,0,0,0,FALSE
"8223",0,0,0,0,0,0,0,FALSE
"8224",0,1,1,1,1,0,0,TRUE
"8225",1,0,1,0,0,1,1,FALSE
"8226",0,0,0,0,0,0,0,FALSE
"8227",0,0,1,0,1,0,0,TRUE
"8229",0,0,0,0,0,1,0,FALSE
"8231",0,0,1,0,0,0,0,FALSE
"8232",0,0,1,0,0,0,0,FALSE
"8233",0,0,1,0,0,0,0,FALSE
"8234",0,0,0,0,0,1,0,FALSE
"8235",0,0,1,0,0,0,0,FALSE
"8236",0,0,0,0,0,0,0,FALSE
"8237",0,0,0,1,0,0,0,FALSE
"8238",0,0,1,1,0,0,0,FALSE
"8239",0,0,0,0,0,0,0,FALSE
"8240",0,0,1,0,0,0,0,FALSE
"8241",0,0,0,0,1,0,0,FALSE
"8242",1,1,1,1,0,0,1,FALSE
"8243",0,0,1,1,0,0,0,FALSE
"8244",1,0,1,1,1,1,1,FALSE
"8245",0,1,1,0,0,1,1,FALSE
"8246",0,0,0,0,0,0,0,FALSE
"8247",1,0,0,0,0,0,0,FALSE
"8248",0,0,0,1,0,0,0,FALSE
"8249",0,0,1,0,0,0,0,FALSE
"8250",0,0,0,0,0,0,0,FALSE
"8251",0,0,0,0,0,0,0,FALSE
"8253",0,0,0,0,0,0,0,FALSE
"8254",0,0,1,1,0,0,0,FALSE
"8255",0,0,0,0,1,0,0,FALSE
"8256",0,0,0,0,0,0,0,TRUE
"8257",0,0,0,0,0,0,0,FALSE
"8258",0,0,0,0,0,0,0,FALSE
"8259",0,1,0,0,0,0,0,FALSE
"8260",0,0,0,0,0,0,0,FALSE
"8261",0,0,0,0,0,0,0,FALSE
"8262",0,0,0,0,0,0,0,FALSE
"8263",0,0,0,0,0,0,0,FALSE
"8264",1,0,0,0,0,0,0,FALSE
"8265",0,0,0,0,0,0,0,FALSE
"8266",0,0,0,1,0,0,0,TRUE
"8267",0,0,0,0,0,0,0,FALSE
"8268",0,0,1,0,0,0,0,FALSE
"8269",0,0,0,0,0,0,0,FALSE
"8270",1,1,1,1,1,1,1,FALSE
"8271",0,0,0,0,0,0,0,FALSE
"8272",0,0,0,0,0,0,0,FALSE
"8273",0,0,0,0,0,0,0,FALSE
"8274",0,1,1,1,0,0,0,FALSE
"8275",0,0,1,0,0,1,1,FALSE
"8276",0,0,0,0,0,0,0,TRUE
"8277",0,1,1,1,0,0,0,FALSE
"8278",0,0,0,0,0,0,0,FALSE
"8279",1,0,0,0,0,0,0,FALSE
"8280",0,0,1,0,0,0,0,FALSE
"8281",1,0,0,0,0,0,0,FALSE
"8282",0,0,1,0,1,1,0,FALSE
"8283",1,1,1,0,1,1,1,FALSE
"8284",1,1,1,1,0,1,0,TRUE
"8285",0,0,1,0,0,1,0,FALSE
"8286",0,0,1,0,1,1,0,FALSE
"8287",0,0,0,0,0,0,0,FALSE
"8290",0,0,1,0,0,0,0,FALSE
"8294",0,0,0,0,0,0,0,FALSE
"8295",0,0,1,1,0,0,0,FALSE
"8296",0,0,0,1,0,0,0,FALSE
"8297",0,0,0,0,0,0,0,FALSE
"8298",1,0,0,0,0,0,0,FALSE
"8299",0,0,1,0,0,0,0,FALSE
"8300",1,0,0,0,0,0,0,FALSE
"8301",0,0,0,0,0,0,0,FALSE
"8302",1,0,0,0,0,0,0,FALSE
"8303",0,0,0,0,0,0,0,FALSE
"8304",0,0,0,1,1,0,0,TRUE
"8305",0,0,0,0,0,1,0,TRUE
"8307",0,0,0,0,0,0,0,FALSE
"8308",0,0,0,0,0,0,0,FALSE
"8310",0,0,0,0,0,0,0,FALSE
"8311",0,0,1,0,0,0,0,FALSE
"8313",0,0,1,0,0,0,1,FALSE
"8314",0,0,1,0,0,0,0,FALSE
"8315",0,0,0,1,1,1,1,FALSE
"8316",0,1,1,1,0,1,0,FALSE
"8317",0,0,1,0,0,0,0,FALSE
"8318",0,0,0,0,0,0,0,FALSE
"8319",0,0,0,1,0,0,0,FALSE
"8320",0,0,1,1,0,0,1,FALSE
"8321",0,0,0,0,0,0,0,FALSE
"8322",0,0,1,1,0,1,0,FALSE
"8323",1,1,1,1,1,0,0,FALSE
"8325",0,0,0,0,0,0,0,FALSE
"8326",0,0,0,0,0,0,0,FALSE
"8327",0,0,1,1,1,1,1,FALSE
"8329",0,1,1,0,0,0,1,FALSE
"8330",0,0,0,0,0,0,0,FALSE
"8331",0,0,0,1,0,1,0,FALSE
"8332",0,0,0,0,1,0,0,FALSE
"8333",0,0,0,0,0,0,0,FALSE
"8334",0,0,0,0,0,0,0,FALSE
"8335",0,0,0,1,0,0,0,FALSE
"8336",0,0,0,0,0,0,0,FALSE
"8337",0,0,0,0,0,0,0,FALSE
"8339",0,0,0,0,0,0,0,FALSE
"8340",0,0,1,0,0,0,0,FALSE
"8341",0,0,0,0,0,0,0,FALSE
"8342",0,0,1,0,0,1,0,FALSE
"8343",0,0,1,0,0,1,0,FALSE
"8344",0,0,1,1,0,0,0,FALSE
"8345",0,0,0,0,0,0,0,FALSE
"8346",0,0,0,0,0,0,0,FALSE
"8347",0,0,0,0,0,1,0,TRUE
"8349",0,0,1,0,0,0,0,FALSE
"8350",0,0,0,0,0,0,1,FALSE
"8351",0,0,0,0,0,0,1,FALSE
"8352",0,0,0,0,0,0,0,FALSE
"8353",0,0,0,0,0,0,0,FALSE
"8354",1,0,0,0,0,0,0,FALSE
"8355",0,0,0,0,0,0,0,FALSE
"8356",0,0,0,0,0,0,0,FALSE
"8358",0,0,0,0,0,1,0,FALSE
"8359",0,0,0,1,0,1,1,FALSE
"8360",0,1,1,1,0,1,1,TRUE
"8362",0,0,0,0,0,0,0,FALSE
"8363",0,0,0,0,0,0,0,FALSE
"8364",1,0,1,0,0,1,1,FALSE
"8365",0,0,0,0,1,0,0,FALSE
"8366",0,0,0,0,0,0,1,FALSE
"8367",0,1,1,0,0,0,0,FALSE
"8368",1,0,1,0,0,0,0,FALSE
"8369",0,0,0,0,0,0,0,FALSE
"8370",1,0,1,0,0,1,1,FALSE
"8371",0,0,0,0,0,1,0,FALSE
"8372",0,0,1,1,0,0,0,FALSE
"8373",0,0,0,0,0,1,0,FALSE
"8375",0,0,0,0,0,0,0,FALSE
"8376",0,0,0,0,0,0,0,FALSE
"8377",0,0,0,1,0,0,0,FALSE
"8378",0,0,0,0,0,0,0,FALSE
"8380",1,1,1,0,1,0,1,FALSE
"8382",0,0,1,1,0,0,1,FALSE
"8383",0,0,1,0,0,1,1,FALSE
"8384",0,0,0,0,0,0,0,FALSE
"8385",0,0,0,1,0,0,0,FALSE
"8389",0,0,0,0,0,0,0,FALSE
"8390",1,0,1,0,0,1,0,FALSE
"8392",0,0,1,1,0,0,0,FALSE
"8393",0,0,0,0,0,0,0,FALSE
"8394",0,0,1,0,0,0,1,FALSE
"8397",0,1,1,0,0,0,0,FALSE
"8398",0,0,0,0,0,0,0,FALSE
"8400",0,0,0,0,0,0,0,FALSE
"8401",0,0,0,0,0,0,0,FALSE
"8402",1,1,1,0,0,1,1,FALSE
"8405",0,0,0,1,0,0,0,FALSE
"8408",0,0,1,0,1,1,1,FALSE
"8409",0,0,1,1,0,0,0,FALSE
"8410",0,0,0,1,0,1,1,FALSE
"8411",0,0,0,1,0,0,1,FALSE
"8412",0,0,0,0,0,0,0,FALSE
"8413",1,1,1,0,1,0,0,FALSE
"8414",0,0,1,1,0,0,0,FALSE
"8415",0,0,1,1,0,1,0,FALSE
"8416",0,1,1,0,0,0,0,FALSE
"8417",0,0,0,0,0,0,0,FALSE
"8418",0,0,0,1,0,0,0,FALSE
"8419",0,0,0,1,0,0,0,FALSE
"8420",0,0,0,0,0,0,0,FALSE
"8422",0,0,1,0,0,0,0,FALSE
"8423",0,0,0,0,0,0,0,FALSE
"8424",0,0,0,0,0,0,0,FALSE
"8425",0,1,1,1,0,1,1,FALSE
"8426",1,0,1,0,1,1,0,FALSE
"8430",0,0,0,0,0,0,0,FALSE
"8431",0,0,1,0,0,0,0,FALSE
"8432",0,0,0,0,0,1,0,FALSE
"8433",0,0,0,0,0,0,0,FALSE
"8434",0,0,1,1,0,0,0,FALSE
"8436",0,0,0,0,0,0,0,FALSE
"8437",0,0,0,0,0,1,0,FALSE
"8438",0,0,1,1,0,0,0,FALSE
"8439",1,0,1,0,0,0,0,FALSE
"8440",0,0,1,0,0,0,0,FALSE
"8441",0,0,1,0,0,0,0,FALSE
"8442",0,0,0,0,0,0,0,FALSE
"8443",1,0,0,0,0,0,0,FALSE
"8445",1,0,1,0,0,0,0,FALSE
"8446",0,0,0,1,1,0,0,FALSE
"8447",0,0,1,0,0,1,0,FALSE
"8448",0,1,1,0,0,0,0,FALSE
"8450",0,0,0,0,0,0,1,FALSE
"8453",0,0,0,1,0,0,0,FALSE
"8454",0,0,0,0,0,0,0,FALSE
"8455",0,0,1,0,0,0,1,FALSE
"8456",0,0,1,0,0,0,0,FALSE
"8457",0,0,0,0,0,0,0,FALSE
"8458",0,0,1,1,0,0,0,FALSE
"8459",0,0,0,0,0,0,0,FALSE
"8460",1,0,1,0,1,1,1,FALSE
"8461",0,0,0,1,0,1,0,FALSE
"8462",1,1,1,0,0,1,0,FALSE
"8463",1,0,1,0,0,0,0,FALSE
"8464",0,0,0,0,1,1,0,FALSE
"8465",1,0,0,1,0,1,1,FALSE
"8466",0,0,1,0,1,1,1,FALSE
"8467",0,0,0,0,0,0,0,FALSE
"8469",0,0,0,0,0,0,0,FALSE
"8470",0,0,0,0,0,0,0,FALSE
"8471",0,0,0,0,0,0,0,FALSE
"8472",0,0,0,0,0,1,1,FALSE
"8473",0,0,0,0,0,0,0,FALSE
"8474",0,0,0,0,0,0,0,FALSE
"8475",0,0,0,0,0,0,0,FALSE
"8476",0,0,1,0,0,0,0,FALSE
"8477",0,0,0,0,0,0,0,FALSE
"8478",0,0,0,0,0,0,0,FALSE
"8479",0,0,0,0,0,1,0,FALSE
"8480",0,0,0,0,0,0,0,FALSE
"8481",0,0,0,0,0,1,0,FALSE
"8482",0,0,0,0,0,0,1,FALSE
"8483",0,0,0,0,0,0,0,FALSE
"8484",1,0,0,0,0,0,0,TRUE
"8485",0,0,0,0,0,0,0,FALSE
"8486",0,0,1,0,0,0,0,FALSE
"8487",0,0,0,0,0,0,0,FALSE
"8488",1,0,0,0,0,0,0,FALSE
"8489",0,0,0,1,0,1,1,FALSE
"8490",1,0,0,0,0,0,0,FALSE
"8491",0,0,1,0,0,0,1,FALSE
"8492",0,0,0,0,0,0,0,FALSE
"8493",0,0,0,1,0,0,0,FALSE
"8494",0,0,1,1,0,0,0,FALSE
"8495",0,0,0,1,0,0,0,FALSE
"8497",0,0,0,0,0,0,1,FALSE
"8498",0,0,0,0,0,0,0,FALSE
"8499",0,0,0,1,0,0,0,FALSE
"8500",0,0,1,1,0,0,0,FALSE
"8501",0,0,0,0,0,0,0,FALSE
"8502",0,0,0,1,0,0,0,FALSE
"8503",0,0,0,0,0,1,0,FALSE
"8504",0,0,0,0,0,0,0,FALSE
"8505",0,0,0,0,0,0,0,FALSE
"8506",0,0,0,0,0,0,0,FALSE
"8507",0,0,0,0,0,1,1,FALSE
"8508",0,0,0,0,0,1,0,FALSE
"8509",0,0,0,1,0,0,0,FALSE
"8510",0,0,0,0,0,0,0,FALSE
"8511",0,0,0,0,0,0,0,FALSE
"8512",0,0,0,0,0,0,0,FALSE
"8513",0,0,1,0,0,1,1,FALSE
"8514",0,0,0,0,0,0,0,FALSE
"8515",0,0,1,0,0,0,0,FALSE
"8516",1,0,0,0,0,0,0,FALSE
"8517",1,0,1,0,0,0,0,FALSE
"8518",0,0,0,0,0,1,0,FALSE
"8519",0,0,0,0,0,0,0,FALSE
"8520",0,0,0,0,0,1,0,FALSE
"8521",0,0,0,1,0,0,0,FALSE
"8522",0,1,1,1,0,0,0,FALSE
"8523",1,0,1,0,0,1,0,FALSE
"8524",0,0,0,0,0,0,0,FALSE
"8525",0,0,0,0,0,0,0,FALSE
"8526",0,0,0,0,0,1,0,FALSE
"8527",0,1,1,1,1,1,1,TRUE
"8528",0,0,0,0,0,0,0,FALSE
"8529",0,0,0,1,0,0,0,FALSE
"8530",0,0,1,0,0,1,1,FALSE
"8531",0,0,0,0,0,0,0,FALSE
"8532",0,0,0,1,0,1,0,FALSE
"8533",0,0,0,0,0,0,0,FALSE
"8534",0,0,0,0,0,0,0,FALSE
"8535",0,0,0,0,0,0,0,FALSE
"8536",0,0,0,0,0,0,0,FALSE
"8537",0,0,1,0,0,0,0,FALSE
"8538",0,0,1,0,0,1,0,TRUE
"8541",0,0,0,0,0,0,0,FALSE
"8542",0,1,1,1,0,0,0,FALSE
"8543",1,0,1,0,0,0,1,FALSE
"8544",1,1,1,0,0,1,1,FALSE
"8545",0,1,1,0,0,0,0,FALSE
"8547",0,0,0,1,0,0,0,FALSE
"8549",0,0,1,1,1,1,0,FALSE
"8550",0,0,0,0,0,0,0,FALSE
"8551",0,0,0,0,0,0,0,FALSE
"8552",0,1,1,0,1,0,0,FALSE
"8553",0,1,1,1,0,1,1,FALSE
"8554",0,0,0,0,0,0,0,FALSE
"8555",0,0,0,0,0,0,0,FALSE
"8556",0,0,0,0,0,0,0,TRUE
"8557",0,0,0,0,0,0,0,FALSE
"8558",0,0,0,0,0,0,0,FALSE
"8559",0,0,0,0,0,1,1,FALSE
"8560",1,1,1,0,1,1,0,FALSE
"8561",0,0,1,1,1,1,1,FALSE
"8562",0,0,0,0,0,0,0,FALSE
"8563",0,0,0,0,0,1,1,FALSE
"8565",0,0,1,0,0,1,0,FALSE
"8566",0,0,1,1,0,0,0,FALSE
"8567",0,0,1,1,0,0,0,FALSE
"8570",0,0,0,1,0,0,1,FALSE
"8572",0,0,0,0,0,0,0,FALSE
"8574",0,0,0,1,0,0,0,FALSE
